# 2026-asicsmeta-full-1.mp4 · Face + Person · litert_npu
# passages=312 movedThrough=46 captured=33 chunks=14
# a track is one continuous sighting, not one person — bystanders are tracked, chunk boundaries split a runner in two, and there is no re-identification
chunk,track,firstUs,lastUs,durationUs,frames,firstX,firstY,lastX,lastY,velX,velY,speed,directionDeg,direction,displacement,closestToCentre,meanHeight,captured,photos
11,38,10800222,10933555,133333,2,0.3516,0.1528,0.3523,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0029,0.3748,0.2028,0,0
11,39,10800222,10933555,133333,2,0.2828,0.1250,0.2813,0.1333,0.0000,0.0000,0.0000,0.0,static,0.0085,0.4270,0.1472,0,0
11,40,10800222,10933555,133333,2,0.4203,0.1847,0.4203,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0028,0.3225,0.2500,0,0
11,41,10933555,10933555,0,1,0.1891,0.0833,0.1891,0.0833,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5199,0.1444,0,0
11,42,10933555,10933555,0,1,0.0781,0.0986,0.0781,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5823,0.0917,0,0
12,5,0,933333,933333,8,0.0797,0.0986,0.1875,0.0806,0.0000,0.0000,0.0000,0.0,L→R,0.1093,0.5217,0.1316,0,0
12,1,0,1733333,1733333,13,0.9000,0.2444,0.5437,0.3069,0.0000,0.0000,0.0000,0.0,L→R,0.3617,0.1980,0.3229,1,3
12,2,0,2266666,2266666,15,0.3523,0.1556,0.3508,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3710,0.2033,0,0
12,3,0,2266666,2266666,14,0.2836,0.1222,0.2852,0.1278,0.0000,0.0000,0.0000,0.0,static,0.0058,0.4262,0.1524,0,0
12,4,0,2266666,2266666,15,0.4219,0.1847,0.4203,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3219,0.2546,0,0
12,6,533333,533333,0,1,0.0781,0.0972,0.0781,0.0972,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5833,0.1000,0,0
12,7,2133333,2266666,133333,2,0.3055,0.3750,0.2094,0.3875,0.0000,0.0000,0.0000,0.0,static,0.0969,0.2312,0.7264,1,1
12,8,2133333,2133333,0,1,0.0828,0.0944,0.0828,0.0944,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5818,0.0944,0,0
12,9,6133444,6800111,666667,4,0.8172,0.2611,0.5852,0.3250,0.0000,0.0000,0.0000,0.0,L→R,0.2407,0.1946,0.4535,1,3
12,10,6133444,6800111,666667,4,0.3523,0.1514,0.3508,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0021,0.3779,0.1986,0,0
12,11,6133444,6800111,666667,4,0.2820,0.1278,0.2836,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0032,0.4258,0.1639,0,0
12,12,6133444,6800111,666667,3,0.4211,0.1875,0.4203,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0008,0.3198,0.2639,0,0
12,13,6666777,6800111,133334,2,0.9789,0.2611,0.9727,0.2528,0.0000,0.0000,0.0000,0.0,static,0.0104,0.5334,0.2361,0,0
12,14,7600222,8533555,933333,6,0.8609,0.2750,0.4984,0.3611,0.0000,0.0000,0.0000,0.0,L→R,0.3726,0.1389,0.5579,1,2
12,18,7600222,8533555,933333,5,0.1773,0.0833,0.1813,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0048,0.5246,0.1256,0,0
12,15,7600222,9333555,1733333,8,0.2828,0.1306,0.2797,0.1333,0.0000,0.0000,0.0000,0.0,static,0.0042,0.4278,0.1618,0,0
12,16,7600222,9333555,1733333,8,0.3523,0.1528,0.3508,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3710,0.2010,0,0
12,17,7600222,9333555,1733333,8,0.0812,0.0986,0.0859,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0047,0.5724,0.1059,0,0
12,19,7600222,9333555,1733333,8,0.4203,0.1833,0.4219,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0045,0.3195,0.2688,0,0
12,20,10133555,10266888,133333,2,0.9320,0.2764,0.9172,0.2694,0.0000,0.0000,0.0000,0.0,static,0.0164,0.4767,0.3597,0,0
12,21,10133555,10266888,133333,2,0.3508,0.1556,0.3500,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0008,0.3754,0.1944,0,0
12,22,10133555,10266888,133333,2,0.1875,0.0750,0.1867,0.0750,0.0000,0.0000,0.0000,0.0,static,0.0008,0.5275,0.1333,0,0
12,23,10133555,10266888,133333,2,0.2734,0.1250,0.2727,0.1167,0.0000,0.0000,0.0000,0.0,static,0.0084,0.4381,0.1472,0,0
12,24,10133555,10266888,133333,2,0.0828,0.0958,0.0859,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0031,0.5786,0.1028,0,0
12,25,10133555,10266888,133333,2,0.4320,0.1153,0.4328,0.1125,0.0000,0.0000,0.0000,0.0,static,0.0029,0.3907,0.1111,0,0
12,26,10933555,10933555,0,1,0.7531,0.3486,0.7531,0.3486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2949,0.6417,1,1
12,27,10933555,10933555,0,1,0.3492,0.1556,0.3492,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3760,0.2056,0,0
12,28,10933555,10933555,0,1,0.0859,0.0917,0.0859,0.0917,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5815,0.1000,0,0
12,29,10933555,10933555,0,1,0.2773,0.1306,0.2773,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4314,0.1722,0,0
12,30,10933555,10933555,0,1,0.1867,0.0806,0.1867,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5235,0.1389,0,0
13,1,266666,266666,0,1,0.5500,0.4417,0.5500,0.4417,0.0000,0.0000,0.0000,0.0,static,0.0000,0.0768,0.8833,0,0
13,2,266666,266666,0,1,0.7375,0.2486,0.7375,0.2486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3458,0.2583,0,0
13,3,266666,266666,0,1,0.3508,0.1556,0.3508,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3754,0.2056,0,0
13,4,266666,266666,0,1,0.0859,0.0944,0.0859,0.0944,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5796,0.0944,0,0
13,5,266666,266666,0,1,0.2813,0.1333,0.2813,0.1333,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4270,0.1889,0,0
13,6,266666,266666,0,1,0.4195,0.1722,0.4195,0.1722,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3375,0.2167,0,0
13,7,1200000,1333333,133333,2,0.2906,0.3347,0.1312,0.4097,0.0000,0.0000,0.0000,0.0,L→R,0.1761,0.2667,0.6583,1,1
13,8,1200000,1333333,133333,2,0.3516,0.1528,0.3500,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3757,0.2028,0,0
13,9,1200000,1200000,0,1,0.0844,0.1014,0.0844,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5759,0.1083,0,0
13,10,1333333,1333333,0,1,0.2813,0.1333,0.2813,0.1333,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4270,0.1889,0,0
13,12,3466666,4000111,533445,3,0.1875,0.0806,0.1867,0.0778,0.0000,0.0000,0.0000,0.0,static,0.0029,0.5231,0.1352,0,0
13,14,3466666,4000111,533445,3,0.7445,0.2083,0.5320,0.2569,0.0000,0.0000,0.0000,0.0,L→R,0.2180,0.2452,0.3157,0,0
13,11,3466666,5466777,2000111,12,0.3477,0.1528,0.3492,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3728,0.2037,0,0
13,13,3466666,5466777,2000111,10,0.2789,0.1250,0.2789,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0056,0.4305,0.1611,0,0
13,15,3466666,5466777,2000111,12,0.0859,0.0958,0.0859,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0028,0.5767,0.0998,0,0
13,16,3466666,5066777,1600111,10,0.9727,0.2528,0.2336,0.4278,0.0000,0.0000,0.0000,0.0,L→R,0.7595,0.1204,0.5153,1,3
13,17,4000111,5466777,1466666,6,0.4180,0.1847,0.4195,0.1792,0.0000,0.0000,0.0000,0.0,static,0.0058,0.3258,0.2514,0,0
13,18,4266777,4400111,133334,2,0.3523,0.2806,0.2273,0.2806,0.0000,0.0000,0.0000,0.0,L→R,0.1250,0.2645,0.5611,0,0
13,19,4266777,5466777,1200000,10,0.9695,0.2583,0.5828,0.4250,0.0000,0.0000,0.0000,0.0,L→R,0.4211,0.1117,0.4847,1,2
13,20,5466777,5466777,0,1,0.9805,0.2181,0.9805,0.2181,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5571,0.1806,0,0
13,21,5466777,5466777,0,1,0.1875,0.0806,0.1875,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5231,0.1389,0,0
13,28,6266777,6266777,0,1,0.4187,0.1722,0.4187,0.1722,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3377,0.2167,0,0
13,22,6266777,7200111,933334,5,0.8531,0.2278,0.7125,0.2417,0.0000,0.0000,0.0000,0.0,L→R,0.1413,0.3345,0.2572,0,0
13,27,6266777,7200111,933334,5,0.1859,0.0806,0.1875,0.0778,0.0000,0.0000,0.0000,0.0,static,0.0032,0.5231,0.1367,0,0
13,23,6266777,8400222,2133445,10,0.3492,0.1528,0.3523,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0042,0.3735,0.2039,0,0
13,24,6266777,8133555,1866778,10,0.0812,0.0986,0.0820,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0016,0.5740,0.1064,0,0
13,25,6266777,8400222,2133445,10,0.2773,0.1278,0.2820,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0054,0.4270,0.1689,0,0
13,26,6266777,8400222,2133445,10,0.8992,0.2278,0.1250,0.4792,0.0000,0.0000,0.0000,0.0,L→R,0.8140,0.2390,0.4611,0,0
13,29,6933444,8133555,1200111,8,0.9609,0.2819,0.5195,0.4653,0.0000,0.0000,0.0000,0.0,L→R,0.4780,0.0398,0.5878,1,2
13,30,7066777,8133555,1066778,4,0.4211,0.1792,0.4203,0.1792,0.0000,0.0000,0.0000,0.0,static,0.0008,0.2403,0.3438,0,0
13,31,10666888,10666888,0,1,0.2453,0.3417,0.2453,0.3417,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2999,0.6778,0,0
13,32,10666888,10666888,0,1,0.3539,0.1556,0.3539,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3741,0.2167,0,0
13,33,10666888,10666888,0,1,0.0844,0.0972,0.0844,0.0972,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5788,0.1000,0,0
14,1,533333,533333,0,1,0.9219,0.3000,0.9219,0.3000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4669,0.3111,0,0
14,2,533333,533333,0,1,0.3492,0.1528,0.3492,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3785,0.2000,0,0
14,3,533333,533333,0,1,0.0828,0.1000,0.0828,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5780,0.1056,0,0
14,4,533333,533333,0,1,0.1859,0.0806,0.1859,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5240,0.1389,0,0
14,5,533333,533333,0,1,0.2703,0.1139,0.2703,0.1139,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4493,0.1278,0,0
14,7,1200000,1600000,400000,4,0.3508,0.1514,0.3539,0.1611,0.0000,0.0000,0.0000,0.0,static,0.0102,0.3690,0.2000,0,0
14,9,1200000,1600000,400000,4,0.2703,0.1111,0.2688,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0058,0.4513,0.1292,0,0
14,10,1200000,1333333,133333,2,0.1875,0.0806,0.1875,0.0778,0.0000,0.0000,0.0000,0.0,static,0.0028,0.5231,0.1361,0,0
14,6,1200000,1733333,533333,5,0.7328,0.3472,0.2781,0.4944,0.0000,0.0000,0.0000,0.0,L→R,0.4779,0.0632,0.7239,1,3
14,8,1200000,2266666,1066666,6,0.0859,0.1014,0.0828,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0034,0.5748,0.1060,0,0
14,11,1333333,2266666,933333,5,0.8766,0.2250,0.6820,0.2694,0.0000,0.0000,0.0000,0.0,L→R,0.1995,0.2938,0.2600,0,0
14,12,2266666,2266666,0,1,0.3508,0.1528,0.3508,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3779,0.2111,0,0
14,13,2400000,2533333,133333,2,0.3555,0.0750,0.3555,0.0750,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4489,0.0278,0,0
14,14,2933333,3066666,133333,2,0.3383,0.3236,0.2219,0.3208,0.0000,0.0000,0.0000,0.0,L→R,0.1164,0.2393,0.6389,0,0
14,15,2933333,3066666,133333,2,0.0875,0.1000,0.0844,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0031,0.5746,0.1056,0,0
14,16,3066666,3066666,0,1,0.3492,0.1431,0.3492,0.1431,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3875,0.1917,0,0
14,20,6533444,6933444,400000,3,0.4211,0.1153,0.4227,0.1125,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3895,0.1065,0,0
14,17,6533444,7733555,1200111,7,0.9727,0.2514,0.5828,0.3931,0.0000,0.0000,0.0000,0.0,L→R,0.4148,0.1353,0.5004,1,2
14,18,6533444,7733555,1200111,7,0.3477,0.1528,0.3477,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0069,0.3792,0.1921,0,0
14,19,6533444,7733555,1200111,7,0.0844,0.1014,0.0828,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0021,0.5759,0.1032,0,0
14,21,6800111,6933444,133333,2,0.1883,0.0833,0.1898,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0032,0.5204,0.1194,0,0
14,22,7600222,7600222,0,1,0.2656,0.1056,0.2656,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4588,0.1222,0,0
14,23,9733555,9733555,0,1,0.7148,0.3986,0.7148,0.3986,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2376,0.6528,1,1
14,24,9733555,10133555,400000,3,0.0828,0.1000,0.0844,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0021,0.5759,0.1065,0,0
14,25,9733555,9733555,0,1,0.2672,0.1028,0.2672,0.1028,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4604,0.1167,0,0
14,26,9733555,10133555,400000,3,0.3477,0.1472,0.4273,0.1847,0.0000,0.0000,0.0000,0.0,static,0.0881,0.3235,0.2167,0,0
14,27,10000222,10133555,133333,2,0.5273,0.4764,0.3523,0.5056,0.0000,0.0000,0.0000,0.0,L→R,0.1774,0.0361,0.9097,1,1
15,1,400000,533333,133333,2,0.7469,0.3556,0.6508,0.4389,0.0000,0.0000,0.0000,0.0,L→R,0.1272,0.1627,0.7917,0,0
15,2,400000,533333,133333,2,0.8266,0.2750,0.8016,0.2556,0.0000,0.0000,0.0000,0.0,static,0.0317,0.3882,0.2556,0,0
15,3,400000,533333,133333,2,0.0828,0.1000,0.0828,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5780,0.1083,0,0
15,4,400000,533333,133333,2,0.3492,0.1472,0.3477,0.1472,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3836,0.2000,0,0
15,5,400000,400000,0,1,0.2672,0.1056,0.2672,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4580,0.1222,0,0
15,6,1333333,1600000,266667,3,0.4891,0.3375,0.2234,0.4069,0.0000,0.0000,0.0000,0.0,L→R,0.2746,0.1629,0.6713,1,2
15,7,1333333,1600000,266667,3,0.0844,0.1014,0.0828,0.0972,0.0000,0.0000,0.0000,0.0,static,0.0045,0.5759,0.1046,0,0
15,8,1333333,1466666,133333,2,0.4133,0.1917,0.4234,0.1153,0.0000,0.0000,0.0000,0.0,static,0.0771,0.3203,0.1875,0,0
15,9,1333333,1600000,266667,2,0.3461,0.1528,0.3477,0.1417,0.0000,0.0000,0.0000,0.0,static,0.0112,0.3798,0.1917,0,0
15,10,3866777,4666777,800000,4,0.8078,0.2264,0.5094,0.2750,0.0000,0.0000,0.0000,0.0,L→R,0.3024,0.2252,0.3792,1,1
15,11,3866777,4666777,800000,4,0.0828,0.0986,0.0828,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5768,0.1076,0,0
15,12,3866777,4666777,800000,4,0.3461,0.1417,0.3477,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0044,0.3855,0.1910,0,0
15,13,4666777,4666777,0,1,0.4172,0.1847,0.4172,0.1847,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3260,0.2639,0,0
15,14,9066888,9466888,400000,2,0.8109,0.2472,0.7375,0.2500,0.0000,0.0000,0.0000,0.0,static,0.0735,0.3448,0.2722,0,0
15,15,9066888,9466888,400000,2,0.3461,0.1444,0.3477,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0021,0.3855,0.1903,0,0
15,16,9066888,9066888,0,1,0.0797,0.0958,0.0797,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5831,0.0972,0,0
15,17,10133555,10133555,0,1,0.4914,0.2819,0.4914,0.2819,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2182,0.4250,1,1
15,20,10133555,10133555,0,1,0.3445,0.1556,0.3445,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3779,0.2056,0,0
15,21,10133555,10133555,0,1,0.4156,0.1861,0.4156,0.1861,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3250,0.2444,0,0
15,18,10133555,10400222,266667,2,0.7445,0.2083,0.7914,0.2250,0.0000,0.0000,0.0000,0.0,static,0.0497,0.3806,0.2472,0,0
15,19,10133555,10933555,800000,3,0.8398,0.2056,0.9125,0.2958,0.0000,0.0000,0.0000,0.0,L→R,0.1159,0.4497,0.2472,0,0
15,22,10133555,10933555,800000,3,0.0797,0.0944,0.0844,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0084,0.5738,0.0935,0,0
15,23,10400222,10400222,0,1,0.3031,0.3306,0.3031,0.3306,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2598,0.6167,1,1
15,24,10400222,10933555,533333,2,0.6812,0.2056,0.6516,0.2389,0.0000,0.0000,0.0000,0.0,static,0.0446,0.3019,0.2861,0,0
15,25,10933555,10933555,0,1,0.4867,0.2167,0.4867,0.2167,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2836,0.3111,0,0
15,26,10933555,10933555,0,1,0.3477,0.1486,0.3477,0.1486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3830,0.1972,0,0
15,27,10933555,10933555,0,1,0.4133,0.1833,0.4133,0.1833,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3283,0.2278,0,0
16,1,400000,400000,0,1,0.2188,0.2333,0.2188,0.2333,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3876,0.4444,0,0
16,2,400000,400000,0,1,0.8250,0.3319,0.8250,0.3319,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3659,0.4472,0,0
16,3,400000,400000,0,1,0.4328,0.2250,0.4328,0.2250,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2831,0.4167,0,0
16,4,400000,400000,0,1,0.0828,0.1014,0.0828,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5770,0.1083,0,0
16,5,1066666,1466666,400000,4,0.5586,0.4014,0.1594,0.5181,0.0000,0.0000,0.0000,0.0,L→R,0.4159,0.0673,0.8007,1,2
16,6,1066666,2000000,933334,8,0.9656,0.2736,0.7430,0.3639,0.0000,0.0000,0.0000,0.0,L→R,0.2403,0.2785,0.4771,1,1
16,7,1066666,2000000,933334,7,0.0812,0.0986,0.0797,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0032,0.5801,0.1071,0,0
16,8,1066666,2000000,933334,7,0.3461,0.1458,0.3492,0.1444,0.0000,0.0000,0.0000,0.0,static,0.0034,0.3830,0.1948,0,0
16,9,1200000,2000000,800000,5,0.4133,0.1806,0.2672,0.1083,0.0000,0.0000,0.0000,0.0,L→R,0.1630,0.3310,0.1533,0,0
16,10,1600000,1733333,133333,2,0.1891,0.0806,0.1891,0.0833,0.0000,0.0000,0.0000,0.0,static,0.0028,0.5199,0.1306,0,0
16,11,2666666,2666666,0,1,0.2672,0.1056,0.2672,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4580,0.1222,0,0
16,12,2666666,2666666,0,1,0.3477,0.1444,0.3477,0.1444,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3868,0.1944,0,0
16,13,2666666,2666666,0,1,0.0797,0.0986,0.0797,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5812,0.1028,0,0
16,14,5466777,5466777,0,1,0.8305,0.1250,0.8305,0.1250,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4998,0.0278,0,0
16,15,5600111,6400111,800000,6,0.8531,0.2528,0.4547,0.3153,0.0000,0.0000,0.0000,0.0,L→R,0.4033,0.1902,0.3815,0,0
16,16,5600111,6000111,400000,4,0.7906,0.2111,0.7031,0.2583,0.0000,0.0000,0.0000,0.0,static,0.0994,0.3157,0.2882,0,0
16,17,5600111,6400111,800000,7,0.3477,0.1458,0.3461,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3798,0.1940,0,0
16,18,5600111,6133444,533333,4,0.1906,0.0833,0.1891,0.0875,0.0000,0.0000,0.0000,0.0,static,0.0045,0.5166,0.1285,0,0
16,19,5600111,6400111,800000,7,0.0781,0.0986,0.0812,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0034,0.5791,0.1075,0,0
16,20,5733444,6133444,400000,4,0.2664,0.1056,0.2641,0.1069,0.0000,0.0000,0.0000,0.0,static,0.0027,0.4544,0.1215,0,0
17,1,3066666,3466666,400000,4,0.8469,0.3583,0.6484,0.5000,0.0000,0.0000,0.0000,0.0,L→R,0.2438,0.1484,0.7868,1,2
17,2,3066666,3466666,400000,4,0.2758,0.1014,0.2773,0.1028,0.0000,0.0000,0.0000,0.0,static,0.0021,0.4538,0.1181,0,0
17,3,3066666,3600000,533334,5,0.3461,0.1444,0.3477,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0085,0.3741,0.2017,0,0
17,4,3200000,3466666,266666,3,0.0875,0.1069,0.0875,0.1097,0.0000,0.0000,0.0000,0.0,static,0.0028,0.5679,0.1120,0,0
17,5,3600000,3600000,0,1,0.4344,0.4972,0.4344,0.4972,0.0000,0.0000,0.0000,0.0,static,0.0000,0.0657,0.9944,0,0
