# run4mins.mp4 · Face + Person · litert_npu
# passages=103 movedThrough=76 likelySubject=40 captured=32 chunks=30
# a track is one continuous sighting, not one person — bystanders are tracked, a second lap is a second track, and there is no re-identification
# since v0.1.7: track ids are session-wide (a runner crossing a chunk boundary keeps one id), firstUs/lastUs are session time, and the old `frames` column is now `framesSeen` — read it next to framesSpan
# times are ±120ms, one sampling period; enteredMs is wall clock, from the session start
chunk,track,firstUs,lastUs,durationUs,enteredMs,framesSeen,framesSpan,framesMissed,trackedRatio,firstX,firstY,lastX,lastY,velX,velY,speed,directionDeg,direction,displacement,closestToCentre,meanHeight,meanScore,movedThrough,likelySubject,captured,photos
25,50,188240000,190040000,1800000,1788237680685,16,16,0,1.0000,0.9586,0.5229,0.7055,0.5189,-0.1369,-0.0391,0.1424,195.9,R→L,0.2532,0.2063,0.1757,0.8645,1,0,0,0
25,51,190280000,191600000,1320000,1788237682725,8,12,4,0.6667,0.6461,0.4415,0.3125,0.4336,-0.2643,-0.0214,0.2652,184.6,R→L,0.3337,0.0254,0.0262,0.6736,1,0,0,0
25,52,191360000,192560000,1200000,1788237683805,10,11,1,0.9091,0.3945,0.5290,0.0547,0.5563,-0.2362,0.1005,0.2567,156.9,R→L,0.3409,0.1094,0.2704,0.8965,1,1,0,0
26,53,199760000,200360000,600000,1788237692205,3,6,3,0.5000,0.9750,0.4147,0.8398,0.4828,-0.1717,0.0760,0.1878,156.1,R→L,0.1514,0.3403,0.0296,0.6743,1,0,0,0
26,54,200000000,202040000,2040000,1788237692445,17,18,1,0.9444,0.9195,0.5536,0.1266,0.5515,-0.5842,-0.0465,0.5860,184.6,R→L,0.7930,0.1037,0.3490,0.8968,1,1,1,3
26,55,200840000,202760000,1920000,1788237693285,17,17,0,1.0000,0.9516,0.5998,0.1156,0.5101,-0.5094,-0.0210,0.5099,182.4,R→L,0.8407,0.0650,0.3243,0.8828,1,1,1,3
27,56,204920000,206960000,2040000,1788237697365,18,18,0,1.0000,0.9195,0.5224,0.1609,0.4912,-0.6332,-0.1365,0.6477,192.2,R→L,0.7592,0.0168,0.4567,0.9138,1,1,1,4
28,57,211880000,213920000,2040000,1788237704325,18,18,0,1.0000,0.9445,0.5369,0.1047,0.4855,-0.5058,-0.1435,0.5257,195.8,R→L,0.8414,0.0038,0.4762,0.9208,1,1,1,3
28,58,214880000,215480000,600000,1788237707325,4,6,2,0.6667,0.9797,0.4182,0.8477,0.4288,-0.2189,0.0055,0.2190,178.6,R→L,0.1325,0.3549,0.0279,0.6853,1,0,0,0
28,59,215360000,218000000,2640000,1788237707805,22,23,1,0.9565,0.8945,0.5163,0.0437,0.5202,-0.4037,-0.0643,0.4088,189.0,R→L,0.8508,0.0346,0.3360,0.9015,1,1,1,3
28,60,215600000,219560000,3960000,1788237708045,34,34,0,1.0000,0.9359,0.5207,0.0477,0.5189,-0.2248,0.0032,0.2248,179.2,R→L,0.8883,0.0142,0.1917,0.8531,1,0,0,0
28,61,216440000,220040000,3600000,1788237708885,31,31,0,1.0000,0.9617,0.5251,0.0648,0.4802,-0.2827,-0.1065,0.3021,200.6,R→L,0.8980,0.0111,0.2805,0.8971,1,1,0,0
29,62,217520000,220880000,3360000,1788237709965,27,29,2,0.9310,0.9211,0.5119,0.0406,0.5290,-0.3112,-0.0405,0.3138,187.4,R→L,0.8806,0.0283,0.1709,0.8527,1,0,0,0
29,63,219080000,220040000,960000,1788237711525,9,9,0,1.0000,0.5289,0.5167,0.2617,0.5251,-0.2735,0.0164,0.2740,176.6,R→L,0.2673,0.0334,0.1554,0.7678,1,0,0,0
29,64,219920000,222680000,2760000,1788237712365,24,24,0,1.0000,0.9555,0.4811,0.0938,0.5123,-0.4324,-0.0481,0.4351,186.3,R→L,0.8623,0.0165,0.3381,0.9014,1,1,1,3
29,65,221120000,222680000,1560000,1788237713565,13,14,1,0.9286,0.9656,0.5233,0.6914,0.5356,-0.2112,-0.0120,0.2115,183.3,R→L,0.2745,0.1947,0.1916,0.8134,1,0,0,0
29,66,222560000,222680000,120000,1788237715005,2,2,0,1.0000,0.9555,0.5497,0.9406,0.5493,-0.0618,-0.0018,0.0619,181.7,static,0.0149,0.4434,0.2212,0.8438,0,0,0,0
29,67,222680000,222680000,0,1788237715125,1,1,0,1.0000,0.2547,0.5708,0.2547,0.5708,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2553,0.0545,0.7109,0,0,0,0
29,68,222800000,224120000,1320000,1788237715245,8,12,4,0.6667,0.9578,0.4771,0.8062,0.5180,-0.0958,-0.0629,0.1146,213.3,R→L,0.1570,0.3068,0.0289,0.6946,1,0,0,0
29,69,223040000,224120000,1080000,1788237715485,6,10,4,0.6000,0.6187,0.5532,0.3711,0.4943,-0.2142,-0.0900,0.2324,202.8,R→L,0.2546,0.0736,0.0290,0.6883,1,0,0,0
29,72,223520000,223520000,0,1788237715965,1,1,0,1.0000,0.3586,0.7084,0.3586,0.7084,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2519,0.0466,0.7578,0,0,0,0
29,71,223520000,224960000,1440000,1788237715965,9,13,4,0.6923,0.5180,0.6645,0.0758,0.6139,-0.4148,-0.0152,0.4151,182.1,R→L,0.4451,0.1365,0.3065,0.8754,1,1,1,3
29,70,223520000,226160000,2640000,1788237715965,19,23,4,0.8261,0.8836,0.6807,0.0906,0.5264,-0.4250,-0.0533,0.4283,187.1,R→L,0.8079,0.0502,0.3154,0.9036,1,1,1,3
31,73,234680000,235160000,480000,1788237727125,2,5,3,0.4000,0.2453,0.5954,0.1703,0.6223,-0.0781,0.0279,0.0830,160.3,static,0.0797,0.2720,0.0172,0.6433,0,0,0,0
31,74,237200000,239360000,2160000,1788237729645,12,19,7,0.6316,0.9711,0.4525,0.4727,0.4310,-0.2142,0.0123,0.2145,176.7,R→L,0.4989,0.0743,0.0277,0.6746,1,0,0,0
31,76,239120000,239240000,120000,1788237731565,2,2,0,1.0000,0.3953,0.5624,0.3914,0.5567,-0.0163,-0.0238,0.0288,235.7,static,0.0069,0.1219,0.1183,0.8027,0,0,0,0
31,75,239120000,240440000,1320000,1788237731565,11,12,1,0.9167,0.5398,0.5369,0.0938,0.5418,-0.3408,-0.0440,0.3436,187.4,R→L,0.4461,0.0464,0.3403,0.9151,1,1,1,3
32,77,240440000,240440000,0,1788237732885,1,1,0,1.0000,0.9516,0.5352,0.9516,0.5352,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4529,0.1979,0.8164,0,0,0,0
32,78,240680000,240680000,0,1788237733125,1,1,0,1.0000,0.0461,0.5110,0.0461,0.5110,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4540,0.0211,0.6589,0,0,0,0
32,79,240800000,242000000,1200000,1788237733245,9,11,2,0.8182,0.9187,0.4604,0.5875,0.4477,-0.1366,0.0053,0.1367,177.8,R→L,0.3315,0.1020,0.0279,0.6734,1,0,0,0
32,80,242120000,243800000,1680000,1788237734565,14,15,1,0.9333,0.5727,0.5391,0.1008,0.5998,-0.4619,0.1034,0.4733,167.4,R→L,0.4758,0.0361,0.3011,0.9007,1,1,1,3
32,81,242360000,243800000,1440000,1788237734805,7,13,6,0.5385,0.9688,0.5352,0.8984,0.6104,-0.1610,0.1612,0.2278,135.0,toward,0.1029,0.4134,0.1557,0.7840,1,0,0,0
32,82,244160000,245360000,1200000,1788237736605,6,11,5,0.5455,0.8438,0.5378,0.5977,0.5330,-0.1636,-0.0281,0.1660,189.7,R→L,0.2461,0.1031,0.0215,0.6710,1,0,0,0
32,83,246200000,247280000,1080000,1788237738645,8,10,2,0.8000,0.4352,0.5343,0.2023,0.5717,-0.2413,0.0944,0.2591,158.6,R→L,0.2358,0.0734,0.0281,0.6721,1,0,0,0
33,85,247400000,247640000,240000,1788237739845,3,3,0,1.0000,0.6797,0.7291,0.6359,0.7331,-0.1742,-0.0174,0.1750,185.7,static,0.0439,0.2698,0.1290,0.7500,0,0,0,0
33,84,247400000,247880000,480000,1788237739845,5,5,0,1.0000,0.2219,0.7124,0.0758,0.6851,-0.2450,-0.1285,0.2766,207.7,R→L,0.1486,0.3500,0.2857,0.8914,1,1,0,0
33,86,248120000,251360000,3240000,1788237740565,24,28,4,0.8571,0.9375,0.6579,0.0617,0.6271,-0.2702,-0.0617,0.2771,192.9,R→L,0.8763,0.1278,0.3177,0.8893,1,1,1,3
33,87,248240000,248600000,360000,1788237740685,2,4,2,0.5000,0.9203,0.5624,0.8672,0.5180,-0.0738,-0.0617,0.0962,219.9,static,0.0692,0.3676,0.0295,0.7001,0,0,0,0
33,88,248840000,250160000,1320000,1788237741285,12,12,0,1.0000,0.5141,0.6394,0.3328,0.6640,-0.1116,0.0219,0.1138,168.9,R→L,0.1829,0.1401,0.1185,0.8444,1,0,0,0
33,89,248960000,252440000,3480000,1788237741405,30,30,0,1.0000,0.9688,0.6249,0.0898,0.5536,-0.3516,-0.1570,0.3851,204.1,R→L,0.8818,0.1364,0.2575,0.8849,1,1,1,3
33,90,251240000,251960000,720000,1788237743685,7,7,0,1.0000,0.2023,0.6689,0.0477,0.6209,-0.2075,-0.1090,0.2344,207.7,R→L,0.1619,0.3422,0.1506,0.8086,1,0,0,0
33,91,251600000,252440000,840000,1788237744045,3,8,5,0.3750,0.8625,0.6491,0.7437,0.5620,-0.1042,-0.0794,0.1310,217.3,R→L,0.1473,0.2515,0.0932,0.7161,1,0,0,0
33,92,251960000,252440000,480000,1788237744405,5,5,0,1.0000,0.9656,0.5875,0.9195,0.5453,-0.0777,-0.1005,0.1271,232.3,static,0.0625,0.4220,0.1186,0.7867,0,0,0,0
34,93,256280000,256640000,360000,1788237748725,2,4,2,0.5000,0.3430,0.5449,0.3102,0.5449,-0.0456,0.0000,0.0456,180.0,static,0.0328,0.1633,0.0132,0.6401,0,0,0,0
34,94,257240000,257240000,0,1788237749685,1,1,0,1.0000,0.7563,0.5123,0.7563,0.5123,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2565,0.0185,0.6464,0,0,0,0
34,96,258200000,258320000,120000,1788237750645,2,2,0,1.0000,0.1664,0.4899,0.0328,0.5400,-0.5566,0.2089,0.5945,159.4,R→L,0.1427,0.3337,0.0176,0.6401,1,0,0,0
34,95,258200000,260000000,1800000,1788237750645,12,16,4,0.7500,0.5938,0.5031,0.0875,0.4969,-0.4135,0.0328,0.4148,175.5,R→L,0.5063,0.0167,0.0256,0.6768,1,0,0,0
34,97,259040000,260000000,960000,1788237751485,9,9,0,1.0000,0.9312,0.4771,0.7453,0.4732,-0.2114,0.0136,0.2119,176.3,R→L,0.1860,0.2468,0.0289,0.6806,1,0,0,0
34,99,260120000,260240000,120000,1788237752565,2,2,0,1.0000,0.0719,0.5893,0.0477,0.5792,-0.1009,-0.0421,0.1094,202.7,static,0.0262,0.4373,0.2309,0.7988,0,0,0,0
34,98,260120000,262160000,2040000,1788237752565,18,18,0,1.0000,0.7289,0.5704,0.1297,0.5937,-0.2143,0.0692,0.2252,162.1,R→L,0.5997,0.0751,0.3303,0.9049,1,1,1,3
35,100,268760000,270440000,1680000,1788237761205,13,15,2,0.8667,0.9438,0.4688,0.6422,0.4428,-0.1890,-0.0327,0.1918,189.8,R→L,0.3027,0.1532,0.0262,0.6803,1,0,0,0
35,101,269480000,269480000,0,1788237761925,1,1,0,1.0000,0.4453,0.5251,0.4453,0.5251,0.0000,0.0000,0.0000,0.0,static,0.0000,0.0602,0.0158,0.6464,0,0,0,0
36,103,270560000,271400000,840000,1788237763005,8,8,0,1.0000,0.3359,0.5849,0.2242,0.5880,-0.1197,0.0011,0.1197,179.5,R→L,0.1118,0.1847,0.1586,0.8706,1,0,0,0
36,102,270560000,272120000,1560000,1788237763005,14,14,0,1.0000,0.6172,0.5704,0.1039,0.5475,-0.3347,-0.0705,0.3421,191.9,R→L,0.5138,0.0542,0.3317,0.8929,1,1,1,3
