# 2026-asicsmeta-full-1.mp4 · Face + Person · litert_npu
# passages=139 movedThrough=10 captured=32 chunks=14
# a track is one continuous sighting, not one person — bystanders are tracked, chunk boundaries split a runner in two, and there is no re-identification
chunk,track,firstUs,lastUs,durationUs,frames,firstX,firstY,lastX,lastY,velX,velY,speed,directionDeg,direction,displacement,closestToCentre,meanHeight,captured,photos
4,3,3066666,3066666,0,1,0.0875,0.1000,0.0875,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5746,0.1111,0,0
4,4,3066666,3066666,0,1,0.4266,0.1111,0.4266,0.1111,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3958,0.1111,0,0
4,5,3066666,3066666,0,1,0.4883,0.1250,0.4883,0.1250,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3752,0.0778,0,0
4,6,3866777,3866777,0,1,0.4516,0.3361,0.4516,0.3361,0.0000,0.0000,0.0000,0.0,static,0.0000,0.1709,0.6056,1,1
4,7,3866777,3866777,0,1,0.0875,0.1000,0.0875,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5746,0.1111,0,0
4,8,3866777,3866777,0,1,0.3484,0.1583,0.3484,0.1583,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3738,0.2333,0,0
8,1,9466888,9466888,0,1,0.7336,0.2972,0.7336,0.2972,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3093,0.5444,1,1
8,2,9466888,9466888,0,1,0.6117,0.2667,0.6117,0.2667,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2587,0.4556,0,0
8,3,9466888,9466888,0,1,0.3477,0.1556,0.3477,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3766,0.2056,0,0
8,4,9466888,9466888,0,1,0.0844,0.0931,0.0844,0.0931,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5817,0.1028,0,0
9,1,2400000,2533333,133333,2,0.6187,0.2750,0.5375,0.2889,0.0000,0.0000,0.0000,0.0,static,0.0824,0.2144,0.4889,1,2
9,2,2400000,2533333,133333,2,0.0906,0.1014,0.0922,0.0986,0.0000,0.0000,0.0000,0.0,static,0.0032,0.5714,0.1167,0,0
9,3,2400000,2533333,133333,2,0.3477,0.1556,0.3508,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0031,0.3754,0.2056,0,0
9,4,2400000,2400000,0,1,0.4250,0.1153,0.4250,0.1153,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3920,0.1139,0,0
9,5,2533333,2533333,0,1,0.9805,0.2736,0.9805,0.2736,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5311,0.2028,0,0
9,6,3866777,3866777,0,1,0.6508,0.3833,0.6508,0.3833,0.0000,0.0000,0.0000,0.0,static,0.0000,0.1906,0.6500,1,1
9,7,3866777,3866777,0,1,0.0891,0.1000,0.0891,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5735,0.1111,0,0
9,8,3866777,3866777,0,1,0.3461,0.1611,0.3461,0.1611,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3722,0.2167,0,0
9,9,3866777,3866777,0,1,0.2672,0.1194,0.2672,0.1194,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4461,0.1500,0,0
9,10,3866777,3866777,0,1,0.4219,0.1181,0.4219,0.1181,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3899,0.1194,0,0
10,1,1600000,1600000,0,1,0.1953,0.4222,0.1953,0.4222,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3145,0.7444,1,1
10,2,1600000,1600000,0,1,0.0906,0.0931,0.0906,0.0931,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5772,0.1139,0,0
10,3,1600000,1600000,0,1,0.4266,0.1125,0.4266,0.1125,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3944,0.1083,0,0
10,4,1600000,1600000,0,1,0.2891,0.1333,0.2891,0.1333,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4230,0.1889,0,0
10,5,1600000,1600000,0,1,0.3508,0.1444,0.3508,0.1444,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3856,0.1944,0,0
10,6,2800000,2800000,0,1,0.8109,0.3486,0.8109,0.3486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3458,0.5917,1,1
10,7,2800000,2800000,0,1,0.0875,0.0917,0.0875,0.0917,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5804,0.1000,0,0
10,8,2800000,2800000,0,1,0.3492,0.1486,0.3492,0.1486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3824,0.1972,0,0
10,9,2800000,2800000,0,1,0.2688,0.1167,0.2688,0.1167,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4477,0.1444,0,0
10,10,2800000,2800000,0,1,0.4266,0.1125,0.4266,0.1125,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3944,0.1083,0,0
10,11,6266777,6266777,0,1,0.5391,0.2667,0.5391,0.2667,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2366,0.4444,1,1
10,12,6266777,6266777,0,1,0.3492,0.1583,0.3492,0.1583,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3735,0.2000,0,0
10,13,6266777,6266777,0,1,0.0875,0.0958,0.0875,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5775,0.1028,0,0
10,14,6266777,6266777,0,1,0.2695,0.1056,0.2695,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4568,0.1333,0,0
10,15,6266777,6266777,0,1,0.1820,0.0736,0.1820,0.0736,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5319,0.1194,0,0
11,1,5733444,5733444,0,1,0.6742,0.3500,0.6742,0.3500,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2299,0.6611,1,1
11,2,5733444,5733444,0,1,0.3523,0.1556,0.3523,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3748,0.2056,0,0
11,3,5733444,5733444,0,1,0.2836,0.1278,0.2836,0.1278,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4306,0.1667,0,0
11,4,5733444,5733444,0,1,0.1820,0.0764,0.1820,0.0764,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5297,0.1250,0,0
11,5,5733444,5733444,0,1,0.4211,0.1917,0.4211,0.1917,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3183,0.2556,0,0
11,6,8800222,8800222,0,1,0.6500,0.2569,0.6500,0.2569,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2856,0.4306,1,1
11,7,8800222,8800222,0,1,0.2836,0.1250,0.2836,0.1250,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4330,0.1500,0,0
11,8,8800222,8800222,0,1,0.3508,0.1528,0.3508,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3779,0.2000,0,0
11,9,8800222,8800222,0,1,0.0781,0.1069,0.0781,0.1069,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5766,0.1083,0,0
12,1,1200000,1733333,533333,4,0.7148,0.2819,0.5437,0.3069,0.0000,0.0000,0.0000,0.0,L→R,0.1729,0.1980,0.4146,1,3
12,2,1200000,2133333,933333,5,0.3516,0.1528,0.3555,0.1583,0.0000,0.0000,0.0000,0.0,static,0.0068,0.3710,0.2033,0,0
12,3,1200000,1733333,533333,4,0.2820,0.1194,0.2836,0.1194,0.0000,0.0000,0.0000,0.0,static,0.0016,0.4330,0.1528,0,0
12,4,1200000,2133333,933333,5,0.4227,0.1875,0.4211,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3219,0.2606,0,0
12,5,2133333,2133333,0,1,0.3055,0.3750,0.3055,0.3750,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2312,0.6778,1,1
12,6,2133333,2133333,0,1,0.0828,0.0944,0.0828,0.0944,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5818,0.0944,0,0
12,7,6533444,6800111,266667,3,0.6984,0.2889,0.5852,0.3250,0.0000,0.0000,0.0000,0.0,L→R,0.1189,0.1946,0.5009,1,3
12,8,6533444,6800111,266667,3,0.2828,0.1306,0.2836,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0008,0.4258,0.1630,0,0
12,9,6533444,6800111,266667,3,0.3500,0.1528,0.3508,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0008,0.3779,0.1991,0,0
12,10,6666777,6800111,133334,2,0.4203,0.1903,0.4203,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0028,0.3198,0.2667,0,0
12,11,6666777,6800111,133334,2,0.9789,0.2611,0.9727,0.2528,0.0000,0.0000,0.0000,0.0,static,0.0104,0.5334,0.2361,0,0
12,12,8000222,8133555,133333,2,0.7648,0.2764,0.7180,0.3181,0.0000,0.0000,0.0000,0.0,static,0.0627,0.2839,0.5250,1,2
12,13,8000222,8133555,133333,2,0.3492,0.1528,0.3516,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0023,0.3776,0.2000,0,0
12,14,8000222,8133555,133333,2,0.2836,0.1278,0.2820,0.1222,0.0000,0.0000,0.0000,0.0,static,0.0058,0.4306,0.1500,0,0
12,15,8000222,8133555,133333,2,0.0891,0.0986,0.0891,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0014,0.5735,0.1069,0,0
12,16,8000222,8133555,133333,2,0.1813,0.0806,0.1813,0.0833,0.0000,0.0000,0.0000,0.0,static,0.0028,0.5246,0.1250,0,0
12,17,8000222,8133555,133333,2,0.4203,0.1847,0.4187,0.1875,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3229,0.2611,0,0
12,18,10933555,10933555,0,1,0.7531,0.3486,0.7531,0.3486,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2949,0.6417,1,1
12,19,10933555,10933555,0,1,0.3492,0.1556,0.3492,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3760,0.2056,0,0
12,20,10933555,10933555,0,1,0.0859,0.0917,0.0859,0.0917,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5815,0.1000,0,0
12,21,10933555,10933555,0,1,0.2773,0.1306,0.2773,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4314,0.1722,0,0
12,22,10933555,10933555,0,1,0.1867,0.0806,0.1867,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5235,0.1389,0,0
13,1,1200000,1200000,0,1,0.2906,0.3347,0.2906,0.3347,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2667,0.6139,1,1
13,2,1200000,1200000,0,1,0.3516,0.1528,0.3516,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3776,0.2111,0,0
13,3,1200000,1200000,0,1,0.0844,0.1014,0.0844,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5759,0.1083,0,0
13,5,4266777,4266777,0,1,0.3523,0.2806,0.3523,0.2806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2645,0.5611,0,0
13,6,4266777,4666777,400000,3,0.9695,0.2583,0.9172,0.2667,0.0000,0.0000,0.0000,0.0,static,0.0530,0.4780,0.3231,0,0
13,4,4266777,5333444,1066667,5,0.8305,0.2625,0.6859,0.3458,0.0000,0.0000,0.0000,0.0,L→R,0.1668,0.2147,0.5617,1,4
13,7,4266777,5333444,1066667,4,0.0844,0.0958,0.0859,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0016,0.5767,0.1014,0,0
13,10,4533444,4533444,0,1,0.4180,0.1833,0.4180,0.1833,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3271,0.2500,0,0
13,8,4533444,5333444,800000,4,0.3492,0.1458,0.3477,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0071,0.3760,0.1993,0,0
13,9,4533444,5333444,800000,4,0.2758,0.1306,0.2789,0.1278,0.0000,0.0000,0.0000,0.0,static,0.0042,0.4317,0.1639,0,0
13,11,5200111,5200111,0,1,0.4195,0.1792,0.4195,0.1792,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3308,0.2639,0,0
13,12,7733555,7733555,0,1,0.5039,0.2597,0.5039,0.2597,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2403,0.4250,0,0
13,13,7733555,7866888,133333,2,0.7680,0.3583,0.7297,0.3653,0.0000,0.0000,0.0000,0.0,static,0.0389,0.2663,0.6347,1,2
13,14,7733555,7866888,133333,2,0.3477,0.1556,0.3492,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0016,0.3760,0.2056,0,0
13,15,7733555,7866888,133333,2,0.0844,0.1042,0.0859,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0045,0.5740,0.1097,0,0
13,16,7733555,7866888,133333,2,0.4219,0.1875,0.4234,0.2736,0.0000,0.0000,0.0000,0.0,static,0.0861,0.2390,0.3806,0,0
13,17,7733555,7866888,133333,2,0.2773,0.1306,0.2820,0.1306,0.0000,0.0000,0.0000,0.0,static,0.0047,0.4290,0.1722,0,0
14,1,1200000,1600000,400000,3,0.7328,0.3472,0.4391,0.4833,0.0000,0.0000,0.0000,0.0,L→R,0.3238,0.0632,0.6787,1,3
14,2,1200000,1600000,400000,3,0.3508,0.1514,0.3539,0.1611,0.0000,0.0000,0.0000,0.0,static,0.0102,0.3690,0.2028,0,0
14,3,1200000,1600000,400000,3,0.0859,0.1014,0.0844,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0021,0.5748,0.1065,0,0
14,4,1200000,1600000,400000,3,0.2703,0.1111,0.2688,0.1056,0.0000,0.0000,0.0000,0.0,static,0.0058,0.4513,0.1296,0,0
14,5,1200000,1200000,0,1,0.1875,0.0806,0.1875,0.0806,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5231,0.1389,0,0
14,6,1466666,1600000,133334,2,0.8586,0.2278,0.8328,0.2389,0.0000,0.0000,0.0000,0.0,static,0.0281,0.4230,0.2389,0,0
14,7,7333555,7466888,133333,2,0.7984,0.2681,0.7453,0.3431,0.0000,0.0000,0.0000,0.0,static,0.0919,0.2912,0.5556,1,2
14,8,7333555,7466888,133333,2,0.0844,0.1014,0.0828,0.0972,0.0000,0.0000,0.0000,0.0,static,0.0045,0.5759,0.1042,0,0
14,9,7333555,7466888,133333,2,0.3461,0.1486,0.3477,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3836,0.1944,0,0
14,10,9733555,9733555,0,1,0.7148,0.3986,0.7148,0.3986,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2376,0.6528,1,1
14,11,9733555,10133555,400000,2,0.0828,0.1000,0.0844,0.1014,0.0000,0.0000,0.0000,0.0,static,0.0021,0.5759,0.1069,0,0
14,12,9733555,9733555,0,1,0.2672,0.1028,0.2672,0.1028,0.0000,0.0000,0.0000,0.0,static,0.0000,0.4604,0.1167,0,0
14,13,9733555,10133555,400000,2,0.3477,0.1472,0.4273,0.1847,0.0000,0.0000,0.0000,0.0,static,0.0881,0.3235,0.2264,0,0
14,14,10133555,10133555,0,1,0.3523,0.5056,0.3523,0.5056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.1478,0.9000,1,1
15,1,1333333,1466666,133333,2,0.4891,0.3375,0.3656,0.3931,0.0000,0.0000,0.0000,0.0,L→R,0.1354,0.1629,0.6000,1,2
15,2,1333333,1466666,133333,2,0.0844,0.1014,0.0844,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0014,0.5759,0.1069,0,0
15,3,1333333,1466666,133333,2,0.4133,0.1917,0.4234,0.1153,0.0000,0.0000,0.0000,0.0,static,0.0771,0.3203,0.1875,0,0
15,4,1333333,1333333,0,1,0.3461,0.1528,0.3461,0.1528,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3798,0.2000,0,0
15,5,4400111,4400111,0,1,0.6492,0.2569,0.6492,0.2569,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2852,0.4194,1,1
15,6,4400111,4400111,0,1,0.0844,0.1000,0.0844,0.1000,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5768,0.1056,0,0
15,7,4400111,4400111,0,1,0.3461,0.1444,0.3461,0.1444,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3874,0.1944,0,0
15,8,10133555,10133555,0,1,0.4914,0.2819,0.4914,0.2819,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2182,0.4250,1,1
15,9,10133555,10400222,266667,2,0.7445,0.2083,0.7914,0.2250,0.0000,0.0000,0.0000,0.0,static,0.0497,0.3806,0.2472,0,0
15,10,10133555,10400222,266667,2,0.8398,0.2056,0.9742,0.2806,0.0000,0.0000,0.0000,0.0,L→R,0.1539,0.4497,0.2083,0,0
15,11,10133555,10133555,0,1,0.3445,0.1556,0.3445,0.1556,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3779,0.2056,0,0
15,12,10133555,10133555,0,1,0.4156,0.1861,0.4156,0.1861,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3250,0.2444,0,0
15,13,10133555,10400222,266667,2,0.0797,0.0944,0.0859,0.1028,0.0000,0.0000,0.0000,0.0,static,0.0104,0.5738,0.0917,0,0
15,14,10400222,10400222,0,1,0.3031,0.3306,0.3031,0.3306,0.0000,0.0000,0.0000,0.0,static,0.0000,0.2598,0.6167,1,1
15,15,10400222,10400222,0,1,0.6812,0.2056,0.6812,0.2056,0.0000,0.0000,0.0000,0.0,static,0.0000,0.3458,0.2500,0,0
16,1,1066666,1200000,133334,2,0.5586,0.4014,0.4750,0.4375,0.0000,0.0000,0.0000,0.0,static,0.0911,0.0673,0.6694,1,2
16,2,1066666,1733333,666667,3,0.9656,0.2736,0.8352,0.3028,0.0000,0.0000,0.0000,0.0,L→R,0.1337,0.3889,0.4093,1,1
16,3,1066666,1733333,666667,3,0.0812,0.0986,0.0797,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0032,0.5801,0.1065,0,0
16,4,1066666,1733333,666667,3,0.3461,0.1458,0.3477,0.1486,0.0000,0.0000,0.0000,0.0,static,0.0032,0.3830,0.1963,0,0
16,5,1200000,1733333,533333,2,0.4133,0.1806,0.2688,0.1028,0.0000,0.0000,0.0000,0.0,L→R,0.1641,0.3310,0.1917,0,0
16,6,1733333,1733333,0,1,0.1891,0.0833,0.1891,0.0833,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5199,0.1333,0,0
17,1,3066666,3200000,133334,2,0.8469,0.3583,0.7813,0.4306,0.0000,0.0000,0.0000,0.0,static,0.0976,0.2897,0.6722,1,2
17,2,3066666,3200000,133334,2,0.2758,0.1014,0.2758,0.0958,0.0000,0.0000,0.0000,0.0,static,0.0056,0.4573,0.1083,0,0
17,3,3066666,3200000,133334,2,0.3461,0.1444,0.3461,0.1458,0.0000,0.0000,0.0000,0.0,static,0.0014,0.3862,0.1903,0,0
17,4,3200000,3200000,0,1,0.0875,0.1069,0.0875,0.1069,0.0000,0.0000,0.0000,0.0,static,0.0000,0.5698,0.1083,0,0
